0,1370.4,600.82,1476.6,834.94,1377,534.23,1075.3,1584.4,199.85,364.2,187.06,706.88,378.91,364.43,438.04,283.67
1370.4,0,769.54,106.26,2205.3,6.6554,836.12,295.07,214.09,1570.2,1734.6,1557.4,663.47,991.45,1005.9,932.32,1086.7
600.82,769.54,0,875.8,1435.8,776.19,66.585,474.47,983.63,800.67,965.02,787.88,106.07,221.91,236.38,162.78,317.15
1476.6,106.26,875.8,0,2311.6,99.609,942.39,401.34,107.82,1676.5,1840.8,1663.7,769.74,1097.7,1112.2,1038.6,1193
834.94,2205.3,1435.8,2311.6,0,2212,1369.2,1910.2,2419.4,635.09,470.75,647.88,1541.8,1213.9,1199.4,1273,1118.6
1377,6.6554,776.19,99.609,2212,0,842.78,301.73,207.43,1576.9,1741.2,1564.1,670.13,998.1,1012.6,938.98,1093.3
534.23,836.12,66.585,942.39,1369.2,842.78,0,541.05,1050.2,734.08,898.43,721.29,172.65,155.32,169.8,96.198,250.57
1075.3,295.07,474.47,401.34,1910.2,301.73,541.05,0,509.16,1275.1,1439.5,1262.3,368.4,696.38,710.85,637.25,791.62
1584.4,214.09,983.63,107.82,2419.4,207.43,1050.2,509.16,0,1784.3,1948.6,1771.5,877.56,1205.5,1220,1146.4,1300.8
199.85,1570.2,800.67,1676.5,635.09,1576.9,734.08,1275.1,1784.3,0,164.35,12.79,906.73,578.76,564.28,637.89,483.52
364.2,1734.6,965.02,1840.8,470.75,1741.2,898.43,1439.5,1948.6,164.35,0,177.14,1071.1,743.11,728.63,802.23,647.86
187.06,1557.4,787.88,1663.7,647.88,1564.1,721.29,1262.3,1771.5,12.79,177.14,0,893.94,565.97,551.49,625.1,470.73
706.88,663.47,106.07,769.74,1541.8,670.13,172.65,368.4,877.56,906.73,1071.1,893.94,0,327.97,342.45,268.85,423.22
378.91,991.45,221.91,1097.7,1213.9,998.1,155.32,696.38,1205.5,578.76,743.11,565.97,327.97,0,14.476,59.126,95.244
364.43,1005.9,236.38,1112.2,1199.4,1012.6,169.8,710.85,1220,564.28,728.63,551.49,342.45,14.476,0,73.601,80.768
438.04,932.32,162.78,1038.6,1273,938.98,96.198,637.25,1146.4,637.89,802.23,625.1,268.85,59.126,73.601,0,154.37
283.67,1086.7,317.15,1193,1118.6,1093.3,250.57,791.62,1300.8,483.52,647.86,470.73,423.22,95.244,80.768,154.37,0
