0,0.0036237,0.012941,0.017192,0.03401,0.013163,0.017028,0.041004,0.0069327,0.043511,0.0080694,0.070194,0.04515,0.039552,0.01904,0.072179,0.013196,0.00055161,0.0094567,0.033834,0.057206,0.023665,0.063572,0.018376,0.064656,0.063587,0.0067686,0.005268
0.0036237,0,0.0093172,0.013568,0.030386,0.0095391,0.013404,0.03738,0.010556,0.039887,0.0044457,0.06657,0.048774,0.035928,0.015416,0.068556,0.0095726,0.0030721,0.005833,0.03021,0.053583,0.027289,0.059948,0.014752,0.06828,0.059963,0.0031449,0.0016443
0.012941,0.0093172,0,0.0042509,0.021069,0.0002219,0.0040867,0.028063,0.019874,0.03057,0.0048716,0.057253,0.058091,0.026611,0.006099,0.059238,0.00025533,0.012389,0.0034842,0.020893,0.044265,0.036606,0.050631,0.0054348,0.077597,0.050646,0.0061723,0.0076729
0.017192,0.013568,0.0042509,0,0.016818,0.004029,0.0001642,0.023812,0.024125,0.026319,0.0091224,0.053002,0.062342,0.02236,0.0018482,0.054988,0.0039955,0.01664,0.0077351,0.016642,0.040015,0.040857,0.04638,0.001184,0.081848,0.046395,0.010423,0.011924
0.03401,0.030386,0.021069,0.016818,0,0.020847,0.016982,0.0069944,0.040942,0.0095012,0.02594,0.036184,0.07916,0.0055423,0.01497,0.03817,0.020813,0.033458,0.024553,0.00017571,0.023197,0.057675,0.029562,0.015634,0.098665,0.029578,0.027241,0.028742
0.013163,0.0095391,0.0002219,0.004029,0.020847,0,0.0038648,0.027841,0.020096,0.030348,0.0050935,0.057031,0.058313,0.026389,0.0058771,0.059016,3.3435e-05,0.012611,0.0037061,0.020671,0.044044,0.036828,0.050409,0.0052129,0.077819,0.050424,0.0063942,0.0078948
0.017028,0.013404,0.0040867,0.0001642,0.016982,0.0038648,0,0.023976,0.02396,0.026483,0.0089582,0.053166,0.062178,0.022524,0.0020124,0.055152,0.0038313,0.016476,0.0075709,0.016806,0.040179,0.040693,0.046544,0.0013482,0.081683,0.04656,0.010259,0.01176
0.041004,0.03738,0.028063,0.023812,0.0069944,0.027841,0.023976,0,0.047937,0.0025067,0.032935,0.02919,0.086154,0.0014521,0.021964,0.031175,0.027808,0.040452,0.031547,0.0071701,0.016202,0.064669,0.022568,0.022628,0.10566,0.022583,0.034235,0.035736
0.0069327,0.010556,0.019874,0.024125,0.040942,0.020096,0.02396,0.047937,0,0.050443,0.015002,0.077127,0.038217,0.046485,0.025973,0.079112,0.020129,0.0074843,0.016389,0.040767,0.064139,0.016733,0.070504,0.025308,0.057723,0.07052,0.013701,0.012201
0.043511,0.039887,0.03057,0.026319,0.0095012,0.030348,0.026483,0.0025067,0.050443,0,0.035441,0.026683,0.088661,0.0039589,0.024471,0.028669,0.030315,0.042959,0.034054,0.0096769,0.013696,0.067176,0.020061,0.025135,0.10817,0.020076,0.036742,0.038243
0.0080694,0.0044457,0.0048716,0.0091224,0.02594,0.0050935,0.0089582,0.032935,0.015002,0.035441,0,0.062125,0.053219,0.031483,0.010971,0.06411,0.0051269,0.0075178,0.0013873,0.025765,0.049137,0.031735,0.055502,0.010306,0.072725,0.055518,0.0013008,0.0028013
0.070194,0.06657,0.057253,0.053002,0.036184,0.057031,0.053166,0.02919,0.077127,0.026683,0.062125,0,0.11534,0.030642,0.051154,0.0019853,0.056998,0.069642,0.060737,0.03636,0.012988,0.093859,0.0066225,0.051818,0.13485,0.0066069,0.063425,0.064926
0.04515,0.048774,0.058091,0.062342,0.07916,0.058313,0.062178,0.086154,0.038217,0.088661,0.053219,0.11534,0,0.084702,0.06419,0.11733,0.058346,0.045702,0.054607,0.078984,0.10236,0.021485,0.10872,0.063526,0.019506,0.10874,0.051919,0.050418
0.039552,0.035928,0.026611,0.02236,0.0055423,0.026389,0.022524,0.0014521,0.046485,0.0039589,0.031483,0.030642,0.084702,0,0.020512,0.032627,0.026356,0.039,0.030095,0.005718,0.017654,0.063217,0.02402,0.021176,0.10421,0.024035,0.032783,0.034284
0.01904,0.015416,0.006099,0.0018482,0.01497,0.0058771,0.0020124,0.021964,0.025973,0.024471,0.010971,0.051154,0.06419,0.020512,0,0.053139,0.0058437,0.018488,0.0095833,0.014794,0.038166,0.042705,0.044532,0.00066419,0.083696,0.044547,0.012271,0.013772
