0,967.91,201.88,1863.3,231.19,632.08,76.563,849.93,95.556,247.92,718.26,315.23,366.28,780.23,68.224,557.18,201.11,39.961,124.39,231.67,16.989,994.44,680.38
967.91,0,1169.8,895.39,736.73,1600,1044.5,1817.8,1063.5,1215.8,1686.2,652.68,1334.2,1748.1,899.69,1525.1,766.8,927.95,843.52,736.24,950.93,1962.4,1648.3
201.88,1169.8,0,2065.2,433.07,430.2,125.31,648.05,106.32,46.047,516.38,517.11,164.4,578.35,270.1,355.3,402.99,241.84,326.27,433.55,218.87,792.56,478.5
1863.3,895.39,2065.2,0,1632.1,2495.4,1939.9,2713.2,1958.9,2111.2,2581.6,1548.1,2229.6,2643.5,1795.1,2420.5,1662.2,1823.3,1738.9,1631.6,1846.3,2857.7,2543.7
231.19,736.73,433.07,1632.1,0,863.26,307.75,1081.1,326.74,479.11,949.45,84.042,597.47,1011.4,162.96,788.37,30.075,191.23,106.8,0.48502,214.2,1225.6,911.57
632.08,1600,430.2,2495.4,863.26,0,555.51,217.85,536.52,384.15,86.182,947.31,265.8,148.15,700.3,74.898,833.19,672.04,756.47,863.75,649.07,362.37,48.303
76.563,1044.5,125.31,1939.9,307.75,555.51,0,773.36,18.992,171.36,641.7,391.79,289.72,703.66,144.79,480.62,277.68,116.52,200.95,308.24,93.552,917.88,603.82
849.93,1817.8,648.05,2713.2,1081.1,217.85,773.36,0,754.37,602,131.67,1165.2,483.65,69.697,918.15,292.75,1051,889.89,974.32,1081.6,866.91,144.52,169.55
95.556,1063.5,106.32,1958.9,326.74,536.52,18.992,754.37,0,152.37,622.7,410.79,270.72,684.67,163.78,461.62,296.67,135.52,219.95,327.23,112.54,898.89,584.82
247.92,1215.8,46.047,2111.2,479.11,384.15,171.36,602,152.37,0,470.33,563.15,118.35,532.3,316.15,309.25,449.04,287.88,372.32,479.6,264.91,746.52,432.46
718.26,1686.2,516.38,2581.6,949.45,86.182,641.7,131.67,622.7,470.33,0,1033.5,351.98,61.969,786.48,161.08,919.37,758.22,842.65,949.93,735.25,276.18,37.879
315.23,652.68,517.11,1548.1,84.042,947.31,391.79,1165.2,410.79,563.15,1033.5,0,681.51,1095.5,247.01,872.41,114.12,275.27,190.84,83.557,298.24,1309.7,995.61
366.28,1334.2,164.4,2229.6,597.47,265.8,289.72,483.65,270.72,118.35,351.98,681.51,0,413.95,434.5,190.9,567.39,406.24,490.67,597.95,383.27,628.16,314.1
780.23,1748.1,578.35,2643.5,1011.4,148.15,703.66,69.697,684.67,532.3,61.969,1095.5,413.95,0,848.45,223.05,981.34,820.19,904.62,1011.9,797.22,214.21,99.848
68.224,899.69,270.1,1795.1,162.96,700.3,144.79,918.15,163.78,316.15,786.48,247.01,434.5,848.45,0,625.4,132.89,28.263,56.167,163.45,51.235,1062.7,748.6
557.18,1525.1,355.3,2420.5,788.37,74.898,480.62,292.75,461.62,309.25,161.08,872.41,190.9,223.05,625.4,0,758.29,597.14,681.57,788.85,574.17,437.26,123.2
201.11,766.8,402.99,1662.2,30.075,833.19,277.68,1051,296.67,449.04,919.37,114.12,567.39,981.34,132.89,758.29,0,161.15,76.722,30.56,184.12,1195.6,881.49
39.961,927.95,241.84,1823.3,191.23,672.04,116.52,889.89,135.52,287.88,758.22,275.27,406.24,820.19,28.263,597.14,161.15,0,84.431,191.71,22.971,1034.4,720.34
124.39,843.52,326.27,1738.9,106.8,756.47,200.95,974.32,219.95,372.32,842.65,190.84,490.67,904.62,56.167,681.57,76.722,84.431,0,107.28,107.4,1118.8,804.77
231.67,736.24,433.55,1631.6,0.48502,863.75,308.24,1081.6,327.23,479.6,949.93,83.557,597.95,1011.9,163.45,788.85,30.56,191.71,107.28,0,214.68,1226.1,912.05
16.989,950.93,218.87,1846.3,214.2,649.07,93.552,866.91,112.54,264.91,735.25,298.24,383.27,797.22,51.235,574.17,184.12,22.971,107.4,214.68,0,1011.4,697.37
994.44,1962.4,792.56,2857.7,1225.6,362.37,917.88,144.52,898.89,746.52,276.18,1309.7,628.16,214.21,1062.7,437.26,1195.6,1034.4,1118.8,1226.1,1011.4,0,314.06
680.38,1648.3,478.5,2543.7,911.57,48.303,603.82,169.55,584.82,432.46,37.879,995.61,314.1,99.848,748.6,123.2,881.49,720.34,804.77,912.05,697.37,314.06,0
