0,60.241,412.54,37.62,61.054,193.85,607.62,798.64,335.42,224.42,842.07,808.34,884.52,854.09,48.979,656.7,586.17,961.01,336.07,172.57,660.34,685.83,119.28,580.43,156.92,123.25,815.04,645.59
60.241,0,472.79,97.86,121.29,133.61,547.38,738.4,395.66,284.67,902.31,868.59,944.76,793.85,11.262,596.46,525.93,900.77,396.31,112.33,600.1,625.59,59.04,520.19,96.676,183.49,754.8,585.35
412.54,472.79,0,374.92,351.49,606.4,1020.2,1211.2,77.122,188.12,429.52,395.8,471.97,1266.6,461.52,1069.2,998.71,1373.6,76.472,585.12,1072.9,1098.4,531.83,992.97,569.46,289.3,1227.6,1058.1
37.62,97.86,374.92,0,23.434,231.47,645.24,836.26,297.8,186.8,804.45,770.72,846.9,891.71,86.599,694.32,623.79,998.63,298.45,210.19,697.96,723.45,156.9,618.05,194.54,85.628,852.66,683.21
61.054,121.29,351.49,23.434,0,254.91,668.67,859.7,274.37,163.37,781.01,747.29,823.46,915.15,110.03,717.76,647.22,1022.1,275.02,233.62,721.4,746.89,180.34,641.48,217.97,62.193,876.1,706.64
193.85,133.61,606.4,231.47,254.91,0,413.77,604.79,529.27,418.28,1035.9,1002.2,1078.4,660.24,144.87,462.85,392.32,767.16,529.92,21.281,466.49,491.98,74.571,386.58,36.934,317.1,621.19,451.74
607.62,547.38,1020.2,645.24,668.67,413.77,0,191.02,943.04,832.04,1449.7,1416,1492.1,246.47,558.64,49.082,21.451,353.39,943.69,435.05,52.723,78.214,488.34,27.193,450.7,730.87,207.42,37.969
798.64,738.4,1211.2,836.26,859.7,604.79,191.02,0,1134.1,1023.1,1640.7,1607,1683.2,55.452,749.66,141.94,212.47,162.37,1134.7,626.07,138.3,112.81,679.36,218.22,641.72,921.89,16.401,153.05
335.42,395.66,77.122,297.8,274.37,529.27,943.04,1134.1,0,111,506.64,472.92,549.09,1189.5,384.4,992.12,921.59,1296.4,0.64981,507.99,995.76,1021.3,454.7,915.85,492.34,212.18,1150.5,981.01
224.42,284.67,188.12,186.8,163.37,418.28,832.04,1023.1,111,0,617.64,583.92,660.09,1078.5,273.4,881.13,810.59,1185.4,111.65,397,884.77,910.26,343.71,804.85,381.34,101.18,1039.5,870.01
842.07,902.31,429.52,804.45,781.01,1035.9,1449.7,1640.7,506.64,617.64,0,33.72,42.452,1696.2,891.04,1498.8,1428.2,1803.1,505.99,1014.6,1502.4,1527.9,961.35,1422.5,998.98,718.82,1657.1,1487.7
808.34,868.59,395.8,770.72,747.29,1002.2,1416,1607,472.92,583.92,33.72,0,76.172,1662.4,857.32,1465,1394.5,1769.4,472.27,980.92,1468.7,1494.2,927.63,1388.8,965.26,685.1,1623.4,1453.9
884.52,944.76,471.97,846.9,823.46,1078.4,1492.1,1683.2,549.09,660.09,42.452,76.172,0,1738.6,933.5,1541.2,1470.7,1845.5,548.44,1057.1,1544.9,1570.3,1003.8,1464.9,1041.4,761.27,1699.6,1530.1
854.09,793.85,1266.6,891.71,915.15,660.24,246.47,55.452,1189.5,1078.5,1696.2,1662.4,1738.6,0,805.12,197.39,267.93,106.91,1190.2,681.52,193.75,168.26,734.81,273.67,697.18,977.34,39.051,208.51
48.979,11.262,461.52,86.599,110.03,144.87,558.64,749.66,384.4,273.4,891.04,857.32,933.5,805.12,0,607.72,537.19,912.03,385.05,123.59,611.36,636.85,70.302,531.45,107.94,172.23,766.06,596.61
656.7,596.46,1069.2,694.32,717.76,462.85,49.082,141.94,992.12,881.13,1498.8,1465,1541.2,197.39,607.72,0,70.533,304.31,992.77,484.13,3.6409,29.131,537.42,76.275,499.78,779.95,158.34,11.113
586.17,525.93,998.71,623.79,647.22,392.32,21.451,212.47,921.59,810.59,1428.2,1394.5,1470.7,267.93,537.19,70.533,0,374.84,922.24,413.6,74.174,99.664,466.89,5.7417,429.25,709.42,228.87,59.42
961.01,900.77,1373.6,998.63,1022.1,767.16,353.39,162.37,1296.4,1185.4,1803.1,1769.4,1845.5,106.91,912.03,304.31,374.84,0,1297.1,788.44,300.67,275.18,841.73,380.58,804.09,1084.3,145.97,315.42
336.07,396.31,76.472,298.45,275.02,529.92,943.69,1134.7,0.64981,111.65,505.99,472.27,548.44,1190.2,385.05,992.77,922.24,1297.1,0,508.64,996.41,1021.9,455.35,916.5,492.99,212.83,1151.1,981.66
172.57,112.33,585.12,210.19,233.62,21.281,435.05,626.07,507.99,397,1014.6,980.92,1057.1,681.52,123.59,484.13,413.6,788.44,508.64,0,487.77,513.26,53.29,407.86,15.654,295.82,642.47,473.02
660.34,600.1,1072.9,697.96,721.4,466.49,52.723,138.3,995.76,884.77,1502.4,1468.7,1544.9,193.75,611.36,3.6409,74.174,300.67,996.41,487.77,0,25.491,541.06,79.916,503.43,783.59,154.7,14.754
685.83,625.59,1098.4,723.45,746.89,491.98,78.214,112.81,1021.3,910.26,1527.9,1494.2,1570.3,168.26,636.85,29.131,99.664,275.18,1021.9,513.26,25.491,0,566.55,105.41,528.92,809.08,129.21,40.245
119.28,59.04,531.83,156.9,180.34,74.571,488.34,679.36,454.7,343.71,961.35,927.63,1003.8,734.81,70.302,537.42,466.89,841.73,455.35,53.29,541.06,566.55,0,461.15,37.636,242.53,695.76,526.31
580.43,520.19,992.97,618.05,641.48,386.58,27.193,218.22,915.85,804.85,1422.5,1388.8,1464.9,273.67,531.45,76.275,5.7417,380.58,916.5,407.86,79.916,105.41,461.15,0,423.51,703.67,234.62,65.162
156.92,96.676,569.46,194.54,217.97,36.934,450.7,641.72,492.34,381.34,998.98,965.26,1041.4,697.18,107.94,499.78,429.25,804.09,492.99,15.654,503.43,528.92,37.636,423.51,0,280.16,658.13,488.67
123.25,183.49,289.3,85.628,62.193,317.1,730.87,921.89,212.18,101.18,718.82,685.1,761.27,977.34,172.23,779.95,709.42,1084.3,212.83,295.82,783.59,809.08,242.53,703.67,280.16,0,938.29,768.84
815.04,754.8,1227.6,852.66,876.1,621.19,207.42,16.401,1150.5,1039.5,1657.1,1623.4,1699.6,39.051,766.06,158.34,228.87,145.97,1151.1,642.47,154.7,129.21,695.76,234.62,658.13,938.29,0,169.45
645.59,585.35,1058.1,683.21,706.64,451.74,37.969,153.05,981.01,870.01,1487.7,1453.9,1530.1,208.51,596.61,11.113,59.42,315.42,981.66,473.02,14.754,40.245,526.31,65.162,488.67,768.84,169.45,0
