0,0.00095281,0.056458,0.13538,0.026832,0.038971,0.0033579,0.04016,0.052963,0.064171,0.060386,0.037276,0.080852,0.080366,0.033274,0.1015,0.097443
0.00095281,0,0.055505,0.13443,0.025879,0.038019,0.0043107,0.039207,0.052011,0.063218,0.059433,0.036323,0.079899,0.079414,0.032321,0.10055,0.09649
0.056458,0.055505,0,0.078923,0.029626,0.017487,0.059816,0.016298,0.0034945,0.0077133,0.0039282,0.019182,0.024394,0.023908,0.023184,0.04504,0.040985
0.13538,0.13443,0.078923,0,0.10855,0.096409,0.13874,0.095221,0.082417,0.071209,0.074994,0.098105,0.054529,0.055014,0.10211,0.033883,0.037938
0.026832,0.025879,0.029626,0.10855,0,0.012139,0.03019,0.013328,0.026131,0.037339,0.033554,0.010444,0.054019,0.053534,0.0064419,0.074666,0.07061
0.038971,0.038019,0.017487,0.096409,0.012139,0,0.042329,0.0011887,0.013992,0.0252,0.021415,0.0016956,0.04188,0.041395,0.0056973,0.062527,0.058471
0.0033579,0.0043107,0.059816,0.13874,0.03019,0.042329,0,0.043518,0.056321,0.067529,0.063744,0.040634,0.08421,0.083724,0.036632,0.10486,0.1008
0.04016,0.039207,0.016298,0.095221,0.013328,0.0011887,0.043518,0,0.012803,0.024011,0.020226,0.0028843,0.040691,0.040206,0.006886,0.061338,0.057283
0.052963,0.052011,0.0034945,0.082417,0.026131,0.013992,0.056321,0.012803,0,0.011208,0.0074228,0.015688,0.027888,0.027403,0.019689,0.048535,0.044479
0.064171,0.063218,0.0077133,0.071209,0.037339,0.0252,0.067529,0.024011,0.011208,0,0.0037851,0.026895,0.01668,0.016195,0.030897,0.037327,0.033271
0.060386,0.059433,0.0039282,0.074994,0.033554,0.021415,0.063744,0.020226,0.0074228,0.0037851,0,0.02311,0.020465,0.01998,0.027112,0.041112,0.037057
0.037276,0.036323,0.019182,0.098105,0.010444,0.0016956,0.040634,0.0028843,0.015688,0.026895,0.02311,0,0.043576,0.04309,0.0040017,0.064222,0.060167
0.080852,0.079899,0.024394,0.054529,0.054019,0.04188,0.08421,0.040691,0.027888,0.01668,0.020465,0.043576,0,0.0004853,0.047577,0.020647,0.016591
0.080366,0.079414,0.023908,0.055014,0.053534,0.041395,0.083724,0.040206,0.027403,0.016195,0.01998,0.04309,0.0004853,0,0.047092,0.021132,0.017076
0.033274,0.032321,0.023184,0.10211,0.0064419,0.0056973,0.036632,0.006886,0.019689,0.030897,0.027112,0.0040017,0.047577,0.047092,0,0.068224,0.064169
0.1015,0.10055,0.04504,0.033883,0.074666,0.062527,0.10486,0.061338,0.048535,0.037327,0.041112,0.064222,0.020647,0.021132,0.068224,0,0.0040554
0.097443,0.09649,0.040985,0.037938,0.07061,0.058471,0.1008,0.057283,0.044479,0.033271,0.037057,0.060167,0.016591,0.017076,0.064169,0.0040554,0
