0,1439.7,14.467,1490.8,18.503,11.942,652.3,1003.4,1080.1,303.03,260.92,523.86,59.053,654.3,907.32,676.53,1146.3,915.83,813.48,766.78,157.26,567.07,169.64
1439.7,0,1425.3,51.126,1421.2,1451.7,787.42,2443.1,359.66,1742.7,1178.8,915.86,1380.7,2094,532.4,2116.3,293.43,523.89,626.25,672.94,1597,872.65,1609.4
14.467,1425.3,0,1476.4,4.0361,26.409,637.83,1017.8,1065.6,317.5,246.45,509.39,44.586,668.77,892.86,691,1131.8,901.36,799.01,752.32,171.73,552.6,184.11
1490.8,51.126,1476.4,0,1472.3,1502.8,838.55,2494.2,410.79,1793.9,1229.9,966.99,1431.8,2145.1,583.52,2167.4,344.55,575.02,677.37,724.06,1648.1,923.78,1660.5
18.503,1421.2,4.0361,1472.3,0,30.445,633.8,1021.9,1061.6,321.53,242.42,505.36,40.55,672.8,888.82,695.04,1127.8,897.33,794.97,748.28,175.76,548.57,188.15
11.942,1451.7,26.409,1502.8,30.445,0,664.24,991.41,1092,291.09,272.86,535.8,70.995,642.36,919.27,664.59,1158.2,927.77,825.42,778.73,145.32,579.01,157.7
652.3,787.42,637.83,838.55,633.8,664.24,0,1655.7,427.76,955.33,391.38,128.44,593.25,1306.6,255.02,1328.8,494,263.53,161.18,114.48,809.56,85.231,821.94
1003.4,2443.1,1017.8,2494.2,1021.9,991.41,1655.7,0,2083.4,700.33,1264.3,1527.2,1062.4,349.06,1910.7,326.82,2149.7,1919.2,1816.8,1770.1,846.1,1570.4,833.71
1080.1,359.66,1065.6,410.79,1061.6,1092,427.76,2083.4,0,1383.1,819.14,556.2,1021,1734.4,172.74,1756.6,66.234,164.23,266.59,313.28,1237.3,512.99,1249.7
303.03,1742.7,317.5,1793.9,321.53,291.09,955.33,700.33,1383.1,0,563.95,826.89,362.08,351.27,1210.4,373.5,1449.3,1218.9,1116.5,1069.8,145.77,870.1,133.39
260.92,1178.8,246.45,1229.9,242.42,272.86,391.38,1264.3,819.14,563.95,0,262.94,201.87,915.22,646.41,937.45,885.38,654.91,552.56,505.87,418.18,306.15,430.56
523.86,915.86,509.39,966.99,505.36,535.8,128.44,1527.2,556.2,826.89,262.94,0,464.81,1178.2,383.46,1200.4,622.43,391.97,289.61,242.92,681.12,43.208,693.5
59.053,1380.7,44.586,1431.8,40.55,70.995,593.25,1062.4,1021,362.08,201.87,464.81,0,713.35,848.27,735.59,1087.2,856.78,754.42,707.73,216.31,508.02,228.7
654.3,2094,668.77,2145.1,672.8,642.36,1306.6,349.06,1734.4,351.27,915.22,1178.2,713.35,0,1561.6,22.232,1800.6,1570.1,1467.8,1421.1,497.04,1221.4,484.66
907.32,532.4,892.86,583.52,888.82,919.27,255.02,1910.7,172.74,1210.4,646.41,383.46,848.27,1561.6,0,1583.9,238.97,8.5052,93.849,140.54,1064.6,340.26,1077
676.53,2116.3,691,2167.4,695.04,664.59,1328.8,326.82,1756.6,373.5,937.45,1200.4,735.59,22.232,1583.9,0,1822.8,1592.4,1490,1443.3,519.27,1243.6,506.89
1146.3,293.43,1131.8,344.55,1127.8,1158.2,494,2149.7,66.234,1449.3,885.38,622.43,1087.2,1800.6,238.97,1822.8,0,230.47,332.82,379.51,1303.6,579.23,1315.9
915.83,523.89,901.36,575.02,897.33,927.77,263.53,1919.2,164.23,1218.9,654.91,391.97,856.78,1570.1,8.5052,1592.4,230.47,0,102.35,149.05,1073.1,348.76,1085.5
813.48,626.25,799.01,677.37,794.97,825.42,161.18,1816.8,266.59,1116.5,552.56,289.61,754.42,1467.8,93.849,1490,332.82,102.35,0,46.691,970.74,246.41,983.12
766.78,672.94,752.32,724.06,748.28,778.73,114.48,1770.1,313.28,1069.8,505.87,242.92,707.73,1421.1,140.54,1443.3,379.51,149.05,46.691,0,924.04,199.72,936.43
157.26,1597,171.73,1648.1,175.76,145.32,809.56,846.1,1237.3,145.77,418.18,681.12,216.31,497.04,1064.6,519.27,1303.6,1073.1,970.74,924.04,0,724.33,12.383
567.07,872.65,552.6,923.78,548.57,579.01,85.231,1570.4,512.99,870.1,306.15,43.208,508.02,1221.4,340.26,1243.6,579.23,348.76,246.41,199.72,724.33,0,736.71
169.64,1609.4,184.11,1660.5,188.15,157.7,821.94,833.71,1249.7,133.39,430.56,693.5,228.7,484.66,1077,506.89,1315.9,1085.5,983.12,936.43,12.383,736.71,0
